[36mRunning:[0m input.txt
00: seti [123, 0, 3] at [0, 0, 0, 123, 0, 0]
19: muli [5, 256, 5] at [0, 6117, 19, 8781753, 11474091, 1566208]
20: gtrr [5, 4, 5] at [0, 6117, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6117, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6117, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6118, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6118, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6118, 18, 8781753, 11474091, 6119]
19: muli [5, 256, 5] at [0, 6118, 19, 8781753, 11474091, 1566464]
20: gtrr [5, 4, 5] at [0, 6118, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6118, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6118, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6119, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6119, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6119, 18, 8781753, 11474091, 6120]
19: muli [5, 256, 5] at [0, 6119, 19, 8781753, 11474091, 1566720]
20: gtrr [5, 4, 5] at [0, 6119, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6119, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6119, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6120, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6120, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6120, 18, 8781753, 11474091, 6121]
19: muli [5, 256, 5] at [0, 6120, 19, 8781753, 11474091, 1566976]
20: gtrr [5, 4, 5] at [0, 6120, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6120, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6120, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6121, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6121, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6121, 18, 8781753, 11474091, 6122]
19: muli [5, 256, 5] at [0, 6121, 19, 8781753, 11474091, 1567232]
20: gtrr [5, 4, 5] at [0, 6121, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6121, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6121, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6122, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6122, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6122, 18, 8781753, 11474091, 6123]
19: muli [5, 256, 5] at [0, 6122, 19, 8781753, 11474091, 1567488]
20: gtrr [5, 4, 5] at [0, 6122, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6122, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6122, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6123, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6123, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6123, 18, 8781753, 11474091, 6124]
19: muli [5, 256, 5] at [0, 6123, 19, 8781753, 11474091, 1567744]
20: gtrr [5, 4, 5] at [0, 6123, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6123, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6123, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6124, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6124, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6124, 18, 8781753, 11474091, 6125]
19: muli [5, 256, 5] at [0, 6124, 19, 8781753, 11474091, 1568000]
20: gtrr [5, 4, 5] at [0, 6124, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6124, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6124, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6125, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6125, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6125, 18, 8781753, 11474091, 6126]
19: muli [5, 256, 5] at [0, 6125, 19, 8781753, 11474091, 1568256]
20: gtrr [5, 4, 5] at [0, 6125, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6125, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6125, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6126, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6126, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6126, 18, 8781753, 11474091, 6127]
19: muli [5, 256, 5] at [0, 6126, 19, 8781753, 11474091, 1568512]
20: gtrr [5, 4, 5] at [0, 6126, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6126, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6126, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6127, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6127, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6127, 18, 8781753, 11474091, 6128]
19: muli [5, 256, 5] at [0, 6127, 19, 8781753, 11474091, 1568768]
20: gtrr [5, 4, 5] at [0, 6127, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6127, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6127, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6128, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6128, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6128, 18, 8781753, 11474091, 6129]
19: muli [5, 256, 5] at [0, 6128, 19, 8781753, 11474091, 1569024]
20: gtrr [5, 4, 5] at [0, 6128, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6128, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6128, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6129, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6129, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6129, 18, 8781753, 11474091, 6130]
19: muli [5, 256, 5] at [0, 6129, 19, 8781753, 11474091, 1569280]
20: gtrr [5, 4, 5] at [0, 6129, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6129, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6129, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6130, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6130, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6130, 18, 8781753, 11474091, 6131]
19: muli [5, 256, 5] at [0, 6130, 19, 8781753, 11474091, 1569536]
20: gtrr [5, 4, 5] at [0, 6130, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6130, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6130, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6131, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6131, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6131, 18, 8781753, 11474091, 6132]
19: muli [5, 256, 5] at [0, 6131, 19, 8781753, 11474091, 1569792]
20: gtrr [5, 4, 5] at [0, 6131, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6131, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6131, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6132, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6132, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6132, 18, 8781753, 11474091, 6133]
19: muli [5, 256, 5] at [0, 6132, 19, 8781753, 11474091, 1570048]
20: gtrr [5, 4, 5] at [0, 6132, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6132, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6132, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6133, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6133, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6133, 18, 8781753, 11474091, 6134]
19: muli [5, 256, 5] at [0, 6133, 19, 8781753, 11474091, 1570304]
20: gtrr [5, 4, 5] at [0, 6133, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6133, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6133, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6134, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6134, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6134, 18, 8781753, 11474091, 6135]
19: muli [5, 256, 5] at [0, 6134, 19, 8781753, 11474091, 1570560]
20: gtrr [5, 4, 5] at [0, 6134, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6134, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6134, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6135, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6135, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6135, 18, 8781753, 11474091, 6136]
19: muli [5, 256, 5] at [0, 6135, 19, 8781753, 11474091, 1570816]
20: gtrr [5, 4, 5] at [0, 6135, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6135, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6135, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6136, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6136, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6136, 18, 8781753, 11474091, 6137]
19: muli [5, 256, 5] at [0, 6136, 19, 8781753, 11474091, 1571072]
20: gtrr [5, 4, 5] at [0, 6136, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6136, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6136, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6137, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6137, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6137, 18, 8781753, 11474091, 6138]
19: muli [5, 256, 5] at [0, 6137, 19, 8781753, 11474091, 1571328]
20: gtrr [5, 4, 5] at [0, 6137, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6137, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6137, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6138, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6138, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6138, 18, 8781753, 11474091, 6139]
19: muli [5, 256, 5] at [0, 6138, 19, 8781753, 11474091, 1571584]
20: gtrr [5, 4, 5] at [0, 6138, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6138, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6138, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6139, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6139, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6139, 18, 8781753, 11474091, 6140]
19: muli [5, 256, 5] at [0, 6139, 19, 8781753, 11474091, 1571840]
20: gtrr [5, 4, 5] at [0, 6139, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6139, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6139, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6140, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6140, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6140, 18, 8781753, 11474091, 6141]
19: muli [5, 256, 5] at [0, 6140, 19, 8781753, 11474091, 1572096]
20: gtrr [5, 4, 5] at [0, 6140, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6140, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6140, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6141, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6141, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6141, 18, 8781753, 11474091, 6142]
19: muli [5, 256, 5] at [0, 6141, 19, 8781753, 11474091, 1572352]
20: gtrr [5, 4, 5] at [0, 6141, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6141, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6141, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6142, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6142, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6142, 18, 8781753, 11474091, 6143]
19: muli [5, 256, 5] at [0, 6142, 19, 8781753, 11474091, 1572608]
20: gtrr [5, 4, 5] at [0, 6142, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6142, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6142, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6143, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6143, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6143, 18, 8781753, 11474091, 6144]
19: muli [5, 256, 5] at [0, 6143, 19, 8781753, 11474091, 1572864]
20: gtrr [5, 4, 5] at [0, 6143, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6143, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6143, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6144, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6144, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6144, 18, 8781753, 11474091, 6145]
19: muli [5, 256, 5] at [0, 6144, 19, 8781753, 11474091, 1573120]
20: gtrr [5, 4, 5] at [0, 6144, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6144, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6144, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6145, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6145, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6145, 18, 8781753, 11474091, 6146]
19: muli [5, 256, 5] at [0, 6145, 19, 8781753, 11474091, 1573376]
20: gtrr [5, 4, 5] at [0, 6145, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6145, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6145, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6146, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6146, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6146, 18, 8781753, 11474091, 6147]
19: muli [5, 256, 5] at [0, 6146, 19, 8781753, 11474091, 1573632]
20: gtrr [5, 4, 5] at [0, 6146, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6146, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6146, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6147, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6147, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6147, 18, 8781753, 11474091, 6148]
19: muli [5, 256, 5] at [0, 6147, 19, 8781753, 11474091, 1573888]
20: gtrr [5, 4, 5] at [0, 6147, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6147, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6147, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6148, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6148, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6148, 18, 8781753, 11474091, 6149]
19: muli [5, 256, 5] at [0, 6148, 19, 8781753, 11474091, 1574144]
20: gtrr [5, 4, 5] at [0, 6148, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6148, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6148, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6149, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6149, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6149, 18, 8781753, 11474091, 6150]
19: muli [5, 256, 5] at [0, 6149, 19, 8781753, 11474091, 1574400]
20: gtrr [5, 4, 5] at [0, 6149, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6149, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6149, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6150, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6150, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6150, 18, 8781753, 11474091, 6151]
19: muli [5, 256, 5] at [0, 6150, 19, 8781753, 11474091, 1574656]
20: gtrr [5, 4, 5] at [0, 6150, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6150, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6150, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6151, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6151, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6151, 18, 8781753, 11474091, 6152]
19: muli [5, 256, 5] at [0, 6151, 19, 8781753, 11474091, 1574912]
20: gtrr [5, 4, 5] at [0, 6151, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6151, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6151, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6152, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6152, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6152, 18, 8781753, 11474091, 6153]
19: muli [5, 256, 5] at [0, 6152, 19, 8781753, 11474091, 1575168]
20: gtrr [5, 4, 5] at [0, 6152, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6152, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6152, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6153, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6153, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6153, 18, 8781753, 11474091, 6154]
19: muli [5, 256, 5] at [0, 6153, 19, 8781753, 11474091, 1575424]
20: gtrr [5, 4, 5] at [0, 6153, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6153, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6153, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6154, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6154, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6154, 18, 8781753, 11474091, 6155]
19: muli [5, 256, 5] at [0, 6154, 19, 8781753, 11474091, 1575680]
20: gtrr [5, 4, 5] at [0, 6154, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6154, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6154, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6155, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6155, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6155, 18, 8781753, 11474091, 6156]
19: muli [5, 256, 5] at [0, 6155, 19, 8781753, 11474091, 1575936]
20: gtrr [5, 4, 5] at [0, 6155, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6155, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6155, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6156, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6156, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6156, 18, 8781753, 11474091, 6157]
19: muli [5, 256, 5] at [0, 6156, 19, 8781753, 11474091, 1576192]
20: gtrr [5, 4, 5] at [0, 6156, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6156, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6156, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6157, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6157, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6157, 18, 8781753, 11474091, 6158]
19: muli [5, 256, 5] at [0, 6157, 19, 8781753, 11474091, 1576448]
20: gtrr [5, 4, 5] at [0, 6157, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6157, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6157, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6158, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6158, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6158, 18, 8781753, 11474091, 6159]
19: muli [5, 256, 5] at [0, 6158, 19, 8781753, 11474091, 1576704]
20: gtrr [5, 4, 5] at [0, 6158, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6158, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6158, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6159, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6159, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6159, 18, 8781753, 11474091, 6160]
19: muli [5, 256, 5] at [0, 6159, 19, 8781753, 11474091, 1576960]
20: gtrr [5, 4, 5] at [0, 6159, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6159, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6159, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6160, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6160, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6160, 18, 8781753, 11474091, 6161]
19: muli [5, 256, 5] at [0, 6160, 19, 8781753, 11474091, 1577216]
20: gtrr [5, 4, 5] at [0, 6160, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6160, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6160, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6161, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6161, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6161, 18, 8781753, 11474091, 6162]
19: muli [5, 256, 5] at [0, 6161, 19, 8781753, 11474091, 1577472]
20: gtrr [5, 4, 5] at [0, 6161, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6161, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6161, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6162, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6162, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6162, 18, 8781753, 11474091, 6163]
19: muli [5, 256, 5] at [0, 6162, 19, 8781753, 11474091, 1577728]
20: gtrr [5, 4, 5] at [0, 6162, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6162, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6162, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6163, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6163, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6163, 18, 8781753, 11474091, 6164]
19: muli [5, 256, 5] at [0, 6163, 19, 8781753, 11474091, 1577984]
20: gtrr [5, 4, 5] at [0, 6163, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6163, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6163, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6164, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6164, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6164, 18, 8781753, 11474091, 6165]
19: muli [5, 256, 5] at [0, 6164, 19, 8781753, 11474091, 1578240]
20: gtrr [5, 4, 5] at [0, 6164, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6164, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6164, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6165, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6165, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6165, 18, 8781753, 11474091, 6166]
19: muli [5, 256, 5] at [0, 6165, 19, 8781753, 11474091, 1578496]
20: gtrr [5, 4, 5] at [0, 6165, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6165, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6165, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6166, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6166, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6166, 18, 8781753, 11474091, 6167]
19: muli [5, 256, 5] at [0, 6166, 19, 8781753, 11474091, 1578752]
20: gtrr [5, 4, 5] at [0, 6166, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6166, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6166, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6167, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6167, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6167, 18, 8781753, 11474091, 6168]
19: muli [5, 256, 5] at [0, 6167, 19, 8781753, 11474091, 1579008]
20: gtrr [5, 4, 5] at [0, 6167, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6167, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 6167, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 6168, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 6168, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 6168, 18, 8781753, 11474091, 6169]
19: muli [5, 256, 5] at [0, 6168, 19, 8781753, 11474091, 1579264]
20: gtrr [5, 4, 5] at [0, 6168, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 6168, 21, 8781753, 11474091, 0]
